sentiment,tokens
0,"['sorry', 'hear', 'sure', 'change', 'pa**word', 'etc']"
0,"['let', 'lizard', '....', 'sad']"
0,"['thank', 'god', 'home', 'feel', 'awful', 'crystal', 'havenot', 'arrive']"
0,"['need', 'computer', 'fix']"
0,"['bore', 'bill', 'every1z', 'bedd']"
0,"['hey', 'chutti', 'tiring', 'travel', 'tomo', 'friday']"
0,"['donnie', 'jordan', 'havenot', 'round', 'spoiled', 'tink']"
0,"['perfectly', 'content', 'cyber', 'th30', 'need', 'real', 'life', 'tragic', 'laugh', 'loud', 'lt;semper', 'fi&gt']"
0,"['able', 'wednesday', 'v.i.p', 'rock', 'bells?i', 'got', 'pa**e']"
0,"['funeral', 'tonight', 'viewing', 'actually', 'depressing']"
0,"['want', 'sneaky', 'inbetween', 'holiday', 'end']"
0,"['come', 'finals', 'week', 'want', 'guy']"
0,"['okay', 'watch', 'regis', 'morning', 'mcmahon', 'like', 'wow', 'old']"
0,"['raining', 'fierce']"
0,"['life', 'turn', 'worth']"
0,"['quot;in', 'gaga&quot', 'donot', 'mean', 'quot;to', 'gaga&quot', 'club', 'brother', 'instant', 'message', 'stick', 'home']"
0,"['haha', 'problem', 'awake']"
0,"['phone', 'ridiculous']"
0,"['woww', 'want', 'bottle']"
0,"['jealous', 'wish', 'rain', 'hot', 'humid']"
0,"['invite', 'torrent', 'torrent', 'site', 'chance', 'going', 'bored', 'american', 'television', 'downtime']"
0,"['week', 'quot;on', 'call&quot', 'midsummer', '......']"
0,"['rain', 'hair', 'drip']"
0,"['rain', 'dampen', 'happiness']"
0,"['week', 'day', 'day', 'working', 'day', 'leave', 'school', 'pretty', 'working', 'day', 'week', 'friday']"
0,"['alolo', 'saja', 'alolo', 'heee', 'instant', 'message', 'miss', 'holiday', 'sucky']"
0,"['wish', 'breakfast', 'sandwich', 'coffee', 'right']"
0,"['kill', 'aol', 'instant', 'messanger', 'leave']"
0,"['yay', 'instant', 'message', 'ride', 'home', 'yellow', 'limo', 'super', 'gay']"
0,"['ahhh', 'sleep', 'suck', 'especially', 'work', 'ohhh', 'hour']"
0,"['hate', 'fact', 'work', 'instead', 'going', 'dress', 'shopping', 'cousin']"
0,"['think', 'server', 'server', '....', 'cause', 'email', 'today']"
0,"['ahhh', 'find', 'copy', 'birth', 'europe', 'room', 'far', 'away', 'concentrate']"
0,[]
0,"['hate', 'having', 'cable', 'miss', 'vma', 'new', 'moon', 'trailer']"
0,"['awesome', '....', 'bad', 'miss']"
0,"['want', 'home', 'sad', 'joke']"
0,"['laugh', 'wish', 'easy', 'hour']"
0,"['april', 'comment', '....', 'maaaaaaaan', 'feel', 'bad', 'like', 'day', 'late', 'reply', 'sorry', 'folk']"
0,"['boy', 'lose']"
0,"['jab', 'time', 'baby', 'jess', 'second', 'final', 'baby', 'set', 'lot', 'week']"
0,"['tiiiiiiiiiiiiiired', '---', 'chillin', 'pool', 'running', 'errand', 'mark', 'wake', 'tonight', 'manhattan', 'tom', 'fri']"
0,"['weather', 'gray', 'depressing', 'headache']"
0,"['wish', 'miss', 'america', 'air', 'philippine', 'search', 'find', 'site', 'pageant']"
0,"['enthusiasm', 'meeeee']"
0,"['grandmadre', 'greatly', 'enjoy', 'special', 'day', 'need']"
0,"['need', 'milk', 'breakfast', 'donot', 'want', 'leave', 'house', 'eat', 'waaah']"
0,"['good', 'question', 'baking', 'daughter', 'brownie', 'troop', 'meeting', 'today', 'eat', 'drippings.lol', 'tummy', 'hurt']"
0,"['different', 'join', 'reply', 'guess', 'busy']"
0,"['terrtential', 'downpour', 'joy']"
0,"['receive', 'sms', 'spooky', 'content']"
0,"['god', 'donot', 'know', 'daddy', 'daddy', 'day']"
0,"['inaperfectworld', 'everybody', 'wouldnot', 'sych', 'mean', 'freak', 'people', 'think', 'little', 'wait', 'lot']"
0,"['want', 'lie', 'getting']"
0,"['stress', 'daw', 'account', 'tito', 'bong']"
0,"['love', 'eclispe', 'sorry', 'netbeans', 'offer', 'function']"
0,"['shake', 'anger', 'steal', 'purse', 'work', 'purse', 'contain', 'key', 'work', 'house', 'adress', 'awesome', 'day']"
0,"['uhhhhh', 'bite', 'return', 'love', 'vampire', 'thing', 'donot', 'want', 'real', 'vampire']"
0,"['people', 'like', 'husband', 'donot', 'sick', 'leave', 'holiday']"
0,"['aww', 'suck']"
0,"['picture', 'didnot', 'work']"
0,"['instant', 'message', 'super', 'hungry', 'amp', 'tired', 'night', 'amp', 'havenot', 'eat', 'yesterday']"
0,"['bad', 'yesterday']"
0,"['god', 'yankee', 'getting', 'hand', 'suck', 'bad']"
0,"['love', 'picture', 'far', 'delete']"
0,"['time', 'battery', 'die', 'darn', 'instant', 'message', 'stick', 'work', 'f**k', 'life']"
0,"['know', 'probably', 'donot', 'want', 'sympathy', 'sorry', 'thing', 'going', 'bad', 'hope', 'soon']"
0,"['hell', 'think', 'nap', 'wake', 'feel', 'bad', 'ugh']"
0,"['sleep', 'long', 'day', 'wait']"
0,"['okay', 'know', 'tech', 'support', 'forum', 'bit', 'torrent', 'hve', 'iritatng', 'firefox', 'problem', 'status', 'bar', 'adrss', 'bar', 'nice', 'try', 'wrke', 'donot', 'know', 'install', '....']"
0,"['sprint', 'rocky', 'hill', 'ground', 'beneath', 'foot', 'lot', 'bruise']"
0,"['home', 'right', 'instant', 'message', 'lonely']"
0,"['hate', 'revising', 'exam']"
0,['sure']
0,['wish']
0,"['raquel', 'spend', 'day', 'car', '....', 'probably', 'going', 'able', 'trip']"
0,"['laundry', 'suck']"
0,"['look', 'forward', 'tonight', 'plan', 'fall']"
0,"['hate', 'family', 'gathering']"
0,"['uncomfortable', 'pain', 'day']"
0,"['instant', 'message', 'sad', '.....', 'hav', 'play', 'laugh', 'loud', 'mean', 'cryin']"
0,"['write', 'babe', '....', 'feeling', 'hurt']"
0,"['like', 'safari', 'public', 'beta', 'way', 'new', 'safari', 'especially', 'love', 'beta', 'handle', 'tab', 'miss']"
0,"['erick', 'salivate', 'wednesday', 'able', 'definitely', 'come', 'july']"
0,"['wife', 'amp', 'talk', 'night', 'gonzo', 'going', 'dog', 'neurotic', 'kai', 'bear', 'amp', 'snap', 'provoke', 'need', 'kid', 'house']"
0,"['boy', 'pick', 'race', 'button', 'backing', 'british', 'victory', 'race', 'silverstone', 'redbull']"
0,"['hope', 'personally', 'know', 'read', 'ahh', 'good', 'pseudo', 'date', 'romantic', 'sweet', 'perfect', 'attached']"
0,"['sebastian', 'leave', 'weather', 'crappy', 'wait', 'till', 'isa', 'come']"
0,"['think', 'getting', 'sick', 'idk', 'throat', 'hurt']"
0,"['quot;can', 'rain', 'need', 'outside&quot', 'crap', 'home']"
0,"['stomach', 'growl', 'able', 'open', 'mouth', 'wide', 'chomp', 'burger', 'pizza', 'rice']"
0,"['wish', 'thing', 'different']"
0,"['instant', 'message', 'exhausted', 'evidently', 'miss', 'birthday', 'drink']"
0,"['sigh', 'donot', 'know']"
0,"['work', 'beautiful', 'day']"
0,"['want', 'hold', 'try', 'sleep']"
0,"['boreddd', 'watch', 'sister', 'fun']"
0,"['think', 'cold', 'study']"
0,"['bad', 'news', 'husky', 'cancer']"
0,['bored']
0,"['haha', 'fact']"
0,"['pengen', 'rasanya', 'firstmedia', 'masuk', 'area', 'sini', 'nyetel', 'disney', 'channel', 'seharian', 'dumb', 'hell']"
0,"['sore', 'throat', '....', 'day', 'peru', 'good', 'danny']"
0,['necessity']
0,"['hate', 'rain', 'summer', 'want', 'golfing', 'rain', 'rain', 'today', 'suppose', 'rain']"
0,"['man', 'suck']"
0,"['wait', 'forever', 'mom', 'work', 'ugggh', 'bored']"
0,"['havenot', 'marley']"
0,['internet']
0,"['today', 'sorry', 'vfc', 'hate', 'men', 'going', 'sorry']"
0,"['umm', 'donot', 'know', 'actually', 'twitter', 'donot', 'friend', 'sad']"
0,"['workin', 'petersburg', '.....', 'txt', 'company', '.....']"
0,"['god', 'miss']"
0,['cold']
0,"['lounge', 'garden', 'pimm', 'quick', 'eye', 'streaming', 'hayfever']"
0,"['suppost', 'love', 'picture', 'cover', 'dayshift', 'short', 'notice']"
0,"['laugh', 'loud', 'honey', 'laugh', 'loud', 'work', 'like', 'dog', 'lol', 'pay', 'vacation', 'donot', 'know', 'gunna', 'able']"
0,"['aww', 'professional', 'ain`t', 'try', 'anti', 'virus', 'scan']"
0,"['sound', 'like', 'transcode', 'hate', 'people', 'leak', 'album', 'poor', 'quality']"
0,"['ready', 'wish', 'fold', 'arm', 'cover', 'flabby', 'stomach']"
0,"['case', 'quot;testing&quot', 'mean', 'bytecode', 'push', 'rabbit', 'radio', 'work', 'anymore', 'nabaztag', 'fail']"
0,"['ace', 'prize', 'win', 'fan', 'video', 'good', 'single', 'release', 'retweete']"
0,"['swear', 'slap', 'fish', 'water', 'foot', 'swoop', 'grab']"
0,"['instant', 'message', 'outta', 'school', 'tonight']"
0,"['ugh', 'headache']"
0,"['darn', 'sh*t', 'getting', 'bad', 'life', 'starting', 'suck']"
0,"['tell', 'birthday']"
0,"['new', 'video', 'awesome', 'love', 'miss', 'richmond']"
0,"['bed', 'early']"
0,"['remember', 'disappointment', 'poor', 'baby']"
0,"['twitter', 'dumb', 'letting', 'sign', 'new']"
0,"['need', 'haircut', 'donot', 'feel', 'like', 'cuttin']"
0,"['starting', 'stomach', 'ache', 'watchin', 'quot;sunyy', 'chance&quot', 'laugh', 'loud', 'hopefully', 'pain', 'away']"
0,"['wish', 'wait', 'new', 'curve', 'tmob', 'love', 'crackberry']"
0,"['excited', 'watch', 'final', 'episode', 'pushing', 'daisy', 'sad']"
0,"['miss', 'kisay']"
0,"['mood', 'sick', 'feeling', 'like', 'sh*t']"
0,"['figure', 'youtube', 'wake', 'work', 'hour']"
0,"['haha', 'shopping', 'cousin', 'boyfriend', 'wouldnot', 'good', 'luck', 'race']"
0,"['got', 'yell', 'cursing', '....', 'feel', 'ashamed']"
0,"['homework', 'boring']"
0,"['bad', 'day']"
0,"['goodbye', 'pat', 'mcgee', 'band', 'heading', 'set', 'kristen', 'amp', 'noise']"
0,"['ooohhhh', 'booboo', 'uuu', 'strange', 'new', 'phone']"
0,['talk']
0,"['instant', 'message', 'pair', 'leg', 'great', 'sense', 'humor', 'fill', 'ton', 'random', 'trivium', 'hang']"
0,"['sushifriday', 'sushi', 'day', 'week', 'think', 'today', 'break', 'streak']"
0,"['miss', 'real', 'bad', 'haha', 'teriible']"
0,"['god', 'day', 'vet']"
0,"['great', 'night', 'party', 'enjoying', 'spoil', 'hard', 'week', 'work&lt;&lt;enjoy', '....', 'work']"
0,"['idkkkk', 'havenot', 'plan', 'work', 'laugh', 'loud']"
0,"['miss', 'reread', 'think', 'sad', 'sad']"
0,"['nate', 'leave', 'torture', 'sad', 'girl']"
0,[]
0,['homework']
0,"['taylor', 'swift', 'white', 'horse', 'aww', 'song', 'cry']"
0,"['info', 'cold']"
0,"['woo', 'hoo', 'good', 'stuff', 'gotta', 'tell', 'yeah', 'hope', 'come', 'end']"
0,"['ride', 'america', 'hope', 'join', 'year', 'miss', 'year']"
0,"['bad', 'tension', 'house']"
0,"['want', 'kitten', 'die', 'achingly', 'siamese', 'cat']"
0,"['too:30am', 'rock', 'super', 'stress', 'bed', 'real', 'soon', 'think', 'jog', 'totally', 'feel', 'like', 'ana']"
0,"['darn', 'new', 'feeling', 'ultimate', 'low', 'suck', 'sleep', 'energy']"
0,['follow']
0,[]
0,"['work', 'kickball', 'tonight', 'late']"
0,"['andi', 'house', 'wish', 'clubhouse']"
0,"['good', 'isnot', 'holiday', 'chalet', 'sight', 'look', 'similar', 'going', 'home', 'today']"
0,"['right', 'todayyyyyy']"
0,"['sleep', 'lightning', 'hear', 'thunder', 'wish', 'start', 'rain', 'lullaby']"
0,"['film', 'today', 'hate', 'poorly']"
0,"['tired', 'long', 'day', 'sleep', 'little', 'rile', 'arthur', 'twitter', 'look', 'fat', 'sleeep']"
0,"['okay', 'think', 'mom', 'know', 'want', 'house', 'cold', 'drink', 'tonight']"
0,"['draw', 'knotwork', 'today', 'work', 'online', 'shop', 'june', 'foggy', 'beach']"
0,"['ma**ive', 'earache']"
0,"['yes', 'poor', 'job', 'screen', 'literally', 'come', 'vibration', 'camera', 'lense', 'crack', 'camera', 'work']"
0,"['going', 'year', 'bad', 'luck', 'sorry']"
0,"['wish', 'money', 'follow', 'living', 'germany']"
0,"['hahahh', 'shank', 'need', 'tweet', 'becuase', 'reply', 'reply', 'hahah']"
0,"['hate', 'block', 'spam', 'bot', 'follow', 'list', '....']"
0,"['wish', 'sickness', 'leave', 'body']"
0,"['somebody', 'voice', 'somebody', 'lose']"
0,"['stick', 'inside', 'pant', 'dry']"
0,"['sucky', 'miss']"
0,"['link', 'didnot', 'work', 'squire', 'option']"
0,"['hear', 'news', 'jon', 'amp', 'kate', '......', 'suck', 'divorce', 'love']"
4,"['drink', 'night', 'chat', 'buddhism', 'philosophy', 'like', 'old', 'day']"
4,"['donot', 'believe', 'horoscope', 'fun', 'read']"
4,"['early', 'today', 'time', 'work', 'client', 'project', 'friday', 'lot', 'momu', 'stuff']"
4,"['hehe', 'going', 'dude']"
4,"['bunch', 'cinci', 'young', 'life', 'friend', 'join', 'twitter', 'life']"
4,"['watch', 'youtube', 'video']"
4,"['sure', 'sweetie', 'hang', 'save', 'trip', 'hehe']"
4,"['soooo', 'twitter', 'working', 'friggin', 'hot']"
4,"['tweet', 'deck', 'application']"
4,['sweet']
4,"['hey', 'venue', 'tweet', 'happen', 'following']"
4,"['real', 'question', 'count']"
4,"['wait', 'belgrade', 'wait']"
4,"['hooray', 'great', 'news', 'fun', 'excurting', 'verb', 'making', 'excursion', 'right']"
4,"['lead', 'single', 'like', 'actually', 'label', 'want', 'instead', 'afraid', 'love', 'lt;-', 'new', 'song', 'title']"
4,"['bom', 'dia', 'twitter']"
4,"['wait', 'finalise', 'stay', 'big', 'sur', 'set', 'buy', 'big', 'bag', 'toy']"
4,"['laugh', 'loud', 'soft', 'mint', 'use', 'hurt']"
4,"['pa**e', 'subject', 'wuhu']"
4,"['clarify', 'work']"
4,"['donot', 'dare', 'tell', 'quot;shut', 'f**k', 'up&quot', 'logan', 'wait', 'sleep', 'sure']"
4,"['day', 'discover', 'animal', 'collective', 'squarespace']"
4,"['good', 'morning', 'sunshine']"
4,"['great', 'positive', 'energy', 'thank', 'advice', 'help']"
4,"['right', 'warped', 'ticket', 'buy', 'home', 'change', 'clothe', 'dinner', 'carol', 'friend']"
4,"['good', 'morning']"
4,"['bloody', 'hell', 'past', 'witching', 'hour', 'instant', 'message', 'twitterpooper', 'bed', 'night', 'thank', 'laughsxx']"
4,"['copy', 'parallel', 'let', 'good']"
4,"['nephew', 'wake', 'cute', 'extreme', 'droll']"
4,"['follow', 'great', 'amp', 'help', 'foundation', 'help', 'young', 'girl', 'battle', 'eating', 'disorder']"
4,"['donna', 'familiar', 'arachnoleptic', 'fit', '--the', 'frantic', 'dance', 'perform', 'accidentally', 'walk', 'spider', 'web']"
4,"['little', 'red', 'corvette', 'baby', 'fast', 'little', 'red', 'corvette', 'need', 'love', 'love', 'song']"
4,"['alibaug', 'brat', 'sport', 'gave', 'trouble', 'good', 'break']"
4,"['theater', 'today', 'friend']"
4,"['prom', 'tired', 'thank', 'subscribe', 'half', 'way']"
4,"['latt', 'itunes']"
4,"['soaking', 'wet', 'star', 'bagel', 'tummy']"
4,"['leave', 'day', 'cruise', 'grand', 'cayman', 'cozumel', 'ready']"
4,"['armwhal', 'goodnightlava']"
4,"['finish', 'core', 'synergistic', 'rough', 'hey', 'celtic', 'suck', 'egg']"
4,"['aleays', 'twitter', 'late', 'laugh', 'loud', 'love', 'late', 'laugh', 'loud', 'ask', 'laugh', 'loud']"
4,"['yes', 'need', 'twitpic', 'sign', 'page', 'twitter', 'detail', 'set', 'dead', 'easy']"
4,"['happy', 'birthday', 'hope', 'awesome', 'day']"
4,"['recently', 'going', 'work', 'right', 'line', 'swine', 'flu', 'epidemic']"
4,"['yep', 'movie']"
4,"['thank', 'introduce', 'brad', 'suck', 'way']"
4,"['thankz', 'drunkie']"
4,"['okay', 'instant', 'message', 'startin', 'feel', 'love', 'thank', 'mrsperfect30', 'thank', 'fruitcake', 'laugh', 'loud']"
4,"['late', 'shoot', 'come', 'hot', 'right', 'ballon', 'ballon', 'ballon']"
4,"['cute', 'xxxx']"
4,"['morning', 'football', 'today', 'think', 'learning', 'applescript']"
4,"['work', 'skydive', 'greene', 'county:::come', 'skydive']"
4,"['woo', 'join', 'club', '/group.php?gid=82806288466&amp;ref']"
4,"['happily', 'watch', 'save', 'bell', 'rerun', 'bed', 'gym', 'want', 'join']"
4,"['honie', 'singin', 'dead', 'memory', 'slipknot', 'withe']"
4,"['follower', 'day', 'use', 'add', 'train', 'pay', 'important', 'person']"
4,['worry']
4,"['laugh', 'loud', 'unabashed', 'fan', 'unhealthy', 'read']"
4,"['aww', 'sweet', 'glad', 'home', 'happy', 'mother', 'day']"
4,"['love', 'haha']"
4,"['yes', 'thank', 'sending', 'stuff', 'find']"
4,"['daughter', 'bear', 'star', 'trek', 'release', 'day', 'pointy', 'ear', 'kind', 'sad']"
4,"['tom', 'actually', 'deserve', 'win', 'try', 'vote', 'thaaanks']"
4,"['link', 'kimba', 'diary']"
4,"['send', 'currency']"
4,"['find', 'quot;agro&quot', 'british', 'slang', 'quot;aggravated&quot', 'amp', 'mean', 'quot;aggressive.&quot', 'learn', 'today', 'happen']"
4,"['know', 'seriously', 'toe', 'polish', 'chip', 'like', 'forever', 'ago', 'ugh', 'need', 'tweeze', 'dye', 'hair', 'progress']"
4,"['sky', 'coaster', 'today', 'deffinately']"
4,"['dude', 'downtown', 'photoshoot', 'night', 'turn', 'sexy', 'look', 'facebook']"
4,"['yep', 'definitely', 'home', 'grill', 'dinner', 'bottle', 'wine', 'gorgeous', 'weather', 'honey']"
4,"['good', 'morning', 'happy', 'friday']"
4,"['yay', 'subway', 'way']"
4,"['man', 'microsoft', 'good', 'vaporware', 'demo', 'spielberg', 'introduce']"
4,"['mate', 'like', 'quot;hes', 'old&quot', 'like', 'think', 'aha', 'ooft', 'yeah', 'xxx']"
4,"['cool', 'let', 'know', 'chat']"
4,"['great', 'god', 'willing', 'speedy', 'recovery']"
4,"['finalize', 'newspaper', '....', '-goe', 'print', 'morning']"
4,['great']
4,"['seeee', 'sense', 'exercise', 'risky', 'sistahs']"
4,"['bed', 'good', 'night']"
4,"['day', 'revision', 'lie', 'ahead', 'exam', 'mainly', 'week', 'consecutive', 'day', 'sun']"
4,"['definitely', 'count', 'cupcake', 'convert', 'successfully', 'proselytize']"
4,"['great', 'day', 'stay', 'happy']"
4,"['usually', 'like', 'est', 'afternoon', 'like', 'long', 'like', 'tonight', 'laughing', 'loud']"
4,"['eat', 'cereal', 'amp', 'watching', 'flapjack', 'jordans', 'maxwell', 'picking', 'school', 'soon', 'day']"
4,"['hole', 'rope', 'guy', 'awesome', 'day', 'want', 'watch', 'suspend']"
4,"['great', 'news', 'release', 'congratss', 'wait', 'hear', 'babe']"
4,"['holmesglen', 'tafe', 'love', 'recently', 'graduate', 'think', 'study']"
4,"['white', 'pill', 'feel', 'right']"
4,"['wonder', 'sound', 'like']"
4,['welcome']
4,"['simon', 'colton', 'quot;making', 'iphone', 'app', 'exercise', 'style', 'substance&quot', 'game09']"
4,"['hoome', 'hair', 'rebonded.hehe', 'tokk', 'hour', 'bored.lol']"
4,"['ohhhh', 'okay', 'donot', 'matta', 'pick', 'lunch', 'come', 'early', 'anyways', 'lunch', 'perfect']"
4,['thank']
4,"['going', 'send', 'direct', 'message', 'follow', 'currently', 'follow', 'future', 'happy', 'twittering']"
4,"['break', 'shall', 'continue', 'practise', 'edelweiss', 'guitar', 'cool']"
4,"['good', 'morning', 'donot', 'want', 'sleep', 'hey', 'instant', 'message', 'bless', 'instant', 'message', 'going', 'complain']"
4,"['local', 'meterologist', 'twitter', 'amused', 'informed']"
4,"['thank', 'wonderful', 'quote', 'yesterday', 'great', 'info']"
4,"['find', 'jrm', 'icon']"
4,"['search', 'care']"
4,"['thank', 'lord', 'wonderful', 'morning']"
4,"['follower', 'look', 'ashton']"
4,"['home', 'knock', 'sleep', 'tonight', 'lt;3', 'guy']"
4,"['thank', 'youuuu']"
4,"['catch', 'conan']"
4,"['wishing', 'dream']"
4,"['wear', 'kilt', 'day']"
4,"['big', 'thank', 'followfriday', 'shout', 'list', 'thank', 'yous', 'sleepy']"
4,"['glad', 'surgery', 'amy', 'quot;wentzer&quot', 'come', 'visit', 'soon', 'feel']"
4,"['house', 'partay']"
4,"['pumped', 'dan', 'come', 'tonight']"
4,['goodnight']
4,"['support', 'boy', 'night', 'versus', 'jays', 'win', 'pay', 'ticket', 'free']"
4,"['good', 'night']"
4,"['mumbai', 'definitely']"
4,"['point', 'time', 'unsure']"
4,"['instant', 'message', 'glad', 'got', 'meet', 'tonight', 'hit', 'soon', 'interview']"
4,"['audio', 'video', 'youtube', 'tonsss', 'video', 'want', 'audio']"
4,"['introduce', 'doc', 'yvonne', 'utilize', 'software', 'absolute', 'wonderful', 'lady']"
4,"['twitter', 'message']"
4,"['hahahahahahahahaha', 'okay', 'ill', 'let', 'know', 'paris', 'laugh', 'loud', 'laughing', 'f**king']"
4,"['heeey', 'today']"
4,"['finish', 'hoola', 'hoop', 'workout', 'sweating']"
4,"['lol', 'loud', 'love', 'tweet', 'glad', 'entertain']"
4,"['instant', 'message', 'look', 'abercrombie', 'fitch', 'jacket', 'multiply?do', 'sell']"
4,"['play', 'rb2', 'play', 'station', 'today', 'favorite', 'expert', 'original', 'version', 'rush', 'limelight']"
4,"['romantic', 'date']"
4,['good']
4,"['sit', 'feild']"
4,['yes']
4,"['wait', 'hollywood']"
4,"['watch', 'drink', 'little', 'wine']"
4,"['man', 'love']"
4,"['thank', 'hate', 'astro', 'mix']"
4,"['nice', 'shot', 'quot;conference&quot', 'manage', 'speak', 'people', 'live', 'anymore']"
4,"['nick', 'tonight', 'handle', 'day', 'till', 'leave', 'ohio', 'yes', 'count', 'need', 'vacation']"
4,"['beautiful', 'window', 'sunroof', 'open']"
4,"['thank', 'mozes', 'message']"
4,['thank']
4,"['sound', 'like', 'sorry', 'miss', 'hope', 'rocking', 'birthday', 'goodbye', 'month']"
4,"['praying', 'guy', 'amy']"
4,"['lovely', 'night', 'head', 'home', 'bank']"
4,"['know', 'people', 'understand', 'suckiness', 'unemployedness', 'ness', 'good', 'thought', 'want']"
4,"['cool', 'thank', 'beautiful', 'flower', 'medicinal']"
4,"['car', 'baby']"
4,"['anytime', 'educate', 'avoid', 'sock', 'seam', 'hinder', 'circulation']"
4,"['laugh', 'loud', 'know', 'weakness']"
4,"['know', 'look', 'like', 'hahahahahaha', 'laugh', 'loud']"
4,"['find', 'old', 'time', 'bliss', 'create', 'fashion', 'polyvore.com']"
4,"['lala', 'hello', 'sweet', 'hope', 'good', 'morning', 'blow', 'sweet', 'kiss', 'yeah']"
4,"['chesterday', 'donot', 'forget', 'important']"
4,"['start', 'morning', 'good']"
4,"['hope', 'interview', 'mate']"
4,"['hey', 'mitchel', 'wonder', 'know', 'ring', 'time', 'taking', 'live', 'overseas', 'thank', 'hayz']"
4,"['finish', 'update', 'acoustic', 'myspace', 'thank', 'tune', 'hope', 'enjoy', 'tune', 'week']"
4,"['donot', 'think', 'guy', 'care', 'birthday', 'tommorrow', 'birthday', 'wish', 'nice']"
4,"['laugh', 'loud', 'welcome', 'glad', 'day']"
4,"['pa**e', 'undang', 'undang', 'test', 'luck']"
4,['iphone']
4,"['write', 'song', 'instant', 'message', 'glad', 'like']"
4,"['work', 'sleep', 'instead']"
4,"['big', 'day', 'goodnight', 'world']"
4,"['hhaaa', 'jelous', 'right', 'like']"
4,"['annnie', 'babe', 'revise', 'busman', 'sympathy', 'hahaha']"
4,"['kyle', 'follower', 'popular', 'twitter', 'double', 'team', 'weekend']"
4,"['stupid', 'jigsaw', 'puzzle', 'know', 'lame', 'laugh', 'loud', 'beddie', 'time', 'soon']"
4,"['motherf**ker', 'think', 'stand', 'friend', 'mind', 'right']"
4,"['chinese', 'tonight', 'lee', 'mus']"
4,"['love', 'short', 'stack', 'forever', 'amp']"
4,"['play', 'guitar', 'hero', 'abby']"
4,"['ohhh', '....', 'nice']"
4,"['wow', 'europe', 'sure', 'popular', 'summer']"
4,['thank']
4,"['time', 'lets', 'hope', 'good', 'announce', 'prediction', 'nintendo', 'new', 'mario', 'zelda', 'new', 'wii', 'peripheral', 'game']"
4,"['fabulous', 'day']"
4,"['hey', 'bryan', 'thank', 'follow']"
4,"['yes', 'current', 'chip', 'good', 'lord', 'escape', 'wonder', 'grin', 'time', 'laugh', 'loud']"
4,"['okay', 'think', 'update', 'phone']"
4,"['school', 'monday', 'bright', 'morning']"
4,"['ooohh', 'yeah', 'know', 'emily', 'wilding', 'davison', 'haha']"
4,"['afternoon', 'mom', 'start', 'working', 'project', 'lunch', 'momfail']"
4,"['totally', 'fact', 'stealing', 'reserve', 'sleepless', 'night']"
4,"['like', 'cool', 'shame', 'straw', 'right', 'laughing', 'loud', 'catch', 'yeah', 'later']"
4,"['world', 'physically', 'impossible', 'avenue']"
4,"['sleepover', 'lauraaaaaaaaaaaa', 'god', 'mate', 'irrate']"
4,"['freak', 'interview', 'quietly', 'hair', 'good']"
4,"['starbucks', 'mocha', 'frappuccino', 'fire', 'super', 'mario', 'galaxy', 'wii', 'toke']"
4,"['thursdayyyy', 'beach', 'woohoo', 'pen', 'stanley', 'cup']"
4,"['yes', ""ma'am"", 'good', 'movie']"
4,['happy']
4,"['shoplift', 'small']"
4,"['laugh', 'loud', 'funny']"
4,['campusss']
4,"['fantastic', 'jjj', 'question', 'teacher', 'pet']"
4,"['follower', 'day', 'use', 'add', 'train', 'pay', 'important', 'person']"
4,"['good', 'morning']"
4,"['sleep', 'curious', 'tweet', '..........', 'coincidence', 'hopefully', 'cute']"
4,"['magnum', 'come', 'careful', 'sunburn', 'pale', 'people']"
4,"['flop', 'bag', 'geocache', 'gc1qr2r', 'nice', 'hide']"
4,"['nice', 'day', 'happy', 'wan', 'game', 'yesterday', 'afteeer', 'final']"
4,"['reeellllaaxxxx', 'time', 'ahhh', 'feeellss', 'goood']"
4,"['aww', 'remember', 'day', 'rock', 'boat', 'row', 'gro', 'think', 'friend', 'right']"
4,"['amazing', 'night', 'love', 'boo', 'pool']"
4,"['drink', 'nice', 'cold', 'bottle', 'beer']"
4,"['today', 'good', 'day']"
4,['uspokoite']
4,"['happy', 'birthday']"
4,"['gemmas', 'birthday', 'bashh']"
4,"['work', 'twitter', 'bees', 'twittiessssss', 'later', 'donot', 'miss', 'muahxoxo']"
4,"['year', 'old']"
4,"['fun', 'come', 'town']"
4,"['scene', 'big', 'whiskey', 'hulu']"
4,"['atlantic', 'transmitter', 'train', 'pa**e', 'athlone', 'today', 'guess', 'look', 'return']"
4,"['yum', 'look', 'good', 'surprised', 'end', 'digestif']"
4,"['twitter', 'cool']"
4,"['watch', 'seinfeld', 'good', 'office']"
4,['try']
4,"['eughh', 'officially', 'bloaty', 'bloaty', 'headache', 'woman', 'going', 'home', 'for.30', 'binge', 'contain', 'lot', 'point']"
4,"['laugh', 'f**king', 'burst', 'laugh', 'like', 'mtv']"
4,"['translate', 'percent', 'quot;us', 'now&quot', 'danish', 'presentation']"
4,"['sixteenth', 'birthday']"
4,"['getting', 'bed', 'soon', 'need', 'start', 'bed', 'early', 'stop', 'nearly', 'falling', 'asleep', 'cla']"
4,"['stephen', 'hope', 'post', 'good', 'news', 'bafta', 'win', 'good']"
4,"['good', 'luck', 'babyproofing', 'change', 'eli', 'diaper', 'roll', 'scoot', 'away']"
4,"['day', 'excitingggg']"
